ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
31,36,32419.504508711325,0.04293318787410402,1,208,5309,1496,6597
32,31,28323.94371190897,0.08851764888820761,1,569,8940,1338,9709
33,26,22501.888569798404,0.07394033066243935,0,23,0,0,-23
34,19,23048.16244129776,0.2158004173925573,1,687,6050,2723,8086
35,25,26740.643313303764,0.15550279266924194,1,535,5977,1577,7019
36,71,51121.537958938185,0.09987072210440774,1,419,8386,3990,11957
37,70,24002.560305694555,0.10029084938621456,1,381,9150,5647,14416
38,35,26856.572798404235,0.35267940397198216,0,229,0,0,-229
39,74,97016.00821239331,0.13158462744816588,1,846,7467,2354,8975
40,36,28973.269142545654,0.27093449058432517,1,548,6771,2600,8823
41,44,24178.382912812936,0.15608241988008736,0,43,0,0,-43
42,51,40368.29217861292,0.04835979021760012,1,1326,5621,1998,6293
43,58,20912.607842074416,0.029632184953700774,1,267,6259,1722,7714
44,24,20951.758807563605,0.05288366956376561,1,495,6434,2047,7986
45,50,22900.850244719426,0.02430235046626152,1,1044,7241,1649,7846
46,41,83142.35342753031,0.006587282151340188,1,925,7572,2363,9010
47,41,21194.453862021615,0.1460556335876712,1,591,6209,1470,7088
48,27,36678.58518408432,0.06793463824514345,1,397,8664,1342,9609
49,23,20100.608066433062,0.03599736089154332,1,134,7277,1448,8591
50,20,24717.236982051003,0.014293816001602757,0,85,0,0,-85
51,49,22935.096706066674,0.01843731038484378,1,75,5811,1541,7277
52,42,20129.605589001956,0.019269561969228143,1,174,8554,1624,10004
53,56,30189.37661297021,0.05894038254406327,1,230,5683,1608,7061
54,30,20702.846111918218,0.1481420322094032,1,180,9939,3459,13218
55,54,44837.43104777853,0.10117128275390834,1,143,8719,1521,10097
56,31,21890.7622530278,0.04381553965309667,1,358,5697,1511,6850
57,28,32723.56652732074,0.08530731244865579,1,1185,5597,1429,5841
58,42,29052.74344475247,0.27507493002387556,1,290,11659,1508,12877
59,22,30567.593149841832,0.07883951611266588,1,1207,39829,5106,43728
60,35,44604.74172998039,0.35757602787033627,0,11,0,0,-11
61,54,22063.149593626487,0.10887882848440569,1,297,5673,1485,6861
62,22,22188.387091470722,0.02903895088342486,0,26,0,0,-26
63,40,39095.43447017333,0.15958989780740962,1,170,6583,2694,9107
64,24,34595.70885113837,0.2961676492805167,0,10,0,0,-10
65,25,25817.056027818504,0.09016325863064562,1,147,6757,1840,8450
66,46,21793.669567239867,0.1755748676772231,1,100,5279,3828,9007
67,27,30673.6708543685,0.06824127000250874,1,661,7368,1417,8124
68,30,23259.743635348794,0.0052425056507223195,1,44,6299,1456,7711
69,44,38002.02082600044,0.03466346590156591,0,6,0,0,-6
70,18,21275.60326210941,0.21374865704217616,1,446,5772,1923,7249
71,37,41905.080374180754,0.19141246397652473,1,244,5798,2044,7598
72,29,23882.35974366544,0.035234477435580926,0,283,0,0,-283
73,59,25133.486464869962,0.19041711681090198,1,200,22354,1616,23770
74,19,20916.70712077495,0.4690150436419506,1,3112,6116,1519,4523
75,30,28768.669360099284,0.03951467977780601,1,370,6416,1646,7692
76,19,21867.15067580519,0.08768687883791923,1,1837,39841,1754,39758
77,26,20907.092523537987,0.004970846397587739,0,68,0,0,-68
78,52,47603.1467911271,0.3175672866144969,1,550,5387,1454,6291
79,24,49441.45179092553,0.06784242639312656,1,1035,6440,1742,7147
80,40,23316.583173635227,0.06599599100926443,1,1876,6596,1377,6097
81,23,30369.68389917704,0.05712124122750539,1,781,5813,1508,6540
82,64,21028.261366543073,0.020746392699300807,1,1284,9680,1559,9955
83,51,26444.86221466845,0.04343429657905185,1,847,8717,1927,9797
84,40,45492.449207925405,0.20464543946379027,1,110,13705,3275,16870
85,33,25616.245564082335,0.1993070186781158,0,86,0,0,-86
86,26,20637.52011863415,0.10422513679484323,0,314,0,0,-314
87,48,35855.62961504514,0.03290233412830471,0,139,0,0,-139
88,54,29832.260381246822,0.0850862111391287,1,291,10178,1334,11221
89,75,20870.880688372723,0.15353292150371595,1,861,5480,1829,6448
90,52,35715.83470877993,0.0036568388286074916,1,314,6562,1346,7594
91,57,20624.27667279076,0.00408865538851198,1,796,5776,1837,6817
92,27,27410.16230641306,0.3040944641088923,1,168,15517,4678,20027
93,20,24623.932117540342,0.049571228322402995,1,1018,5659,1534,6175
94,19,36699.04117015868,0.10146752989772355,1,297,6461,2637,8801
95,63,30950.485365091048,0.0770424108208845,1,90,8795,1558,10263
96,47,23967.784108216423,0.045200158924098205,1,578,5423,1575,6420
97,45,22895.619301505027,0.015325789481716196,1,847,8673,2062,9888
98,39,46774.42386376261,0.03316354265984304,0,65,0,0,-65
99,31,22287.961456592402,0.13002472597085138,0,16,0,0,-16
100,23,26784.608219706428,0.05867362918398147,1,457,10995,1981,12519
101,61,27032.809011149075,0.11953987672886843,1,832,6884,1354,7406
102,38,66089.44502162702,0.04704121110623547,1,1574,7494,2206,8126
103,45,22462.072215146556,0.022490893321186874,1,311,5594,1490,6773
104,48,24229.150276159213,0.03983420480904535,1,319,9813,1464,10958
105,21,24464.147258769255,0.021953331585440407,1,881,7543,1360,8022
106,24,23059.47682629774,0.01636661185666458,1,509,5513,2066,7070
107,35,46980.26055567321,0.5051694360856265,0,179,0,0,-179
108,27,29974.867708624683,0.30070981814397635,1,175,5467,1866,7158
109,66,40231.592911783446,0.2526747751224105,0,116,0,0,-116
110,58,61783.94724574555,0.1183233657808221,1,880,21161,1540,21821
111,30,21685.028821820484,0.04209887052801181,1,101,5578,1763,7240
112,31,22626.645271261095,0.07436331390095652,1,334,7748,1545,8959
113,52,28077.36139372811,0.2725642592951698,1,88,5726,2247,7885
114,37,29702.382761245626,0.24841901435326816,1,231,14538,1491,15798
115,45,20587.584404018908,0.03481834425356087,1,265,22566,1424,23725
116,18,20674.505087392812,0.034726444893288536,1,151,5720,2108,7677
117,32,21494.163327390488,0.011467733002067626,1,134,6811,2034,8711
118,72,20166.37389067962,0.04770104477443739,1,2867,6710,1678,5521
119,30,38873.580405709916,0.04109172486125461,1,362,13939,1659,15236
120,32,23103.999211493825,0.01570891004238027,0,138,0,0,-138
121,21,21718.189471445585,0.23191895186526285,1,520,12022,2029,13531
122,40,25357.1845374594,0.5417182834259459,0,31,0,0,-31
123,59,28269.770219371898,0.05269183129246317,1,90,24047,2559,26516
124,67,24306.854007699476,0.23150677172390074,0,32,0,0,-32
125,72,36365.79149180348,0.15325561812911198,0,14,0,0,-14
126,64,21601.58262578898,0.0020994788839391533,1,40,7250,1664,8874
127,63,22229.27408947625,0.11095705890461667,1,293,9988,1379,11074
128,61,32126.95649517349,0.014713094418678158,1,136,5818,1567,7249
129,20,24896.824272461163,0.04603160321900841,0,34,0,0,-34
130,53,58277.456994749875,0.013099531548869588,1,1395,6598,2170,7373
131,36,20187.072778522328,0.13282049591989586,1,260,6956,1550,8246
132,75,21515.464994072998,0.1539828611498818,0,49,0,0,-49
133,61,47611.84703872561,0.12704545002559323,1,656,5868,1359,6571
134,34,20230.194354028805,0.0994939722000165,1,329,6003,1758,7432
135,58,20451.635132539755,0.018666398319238314,1,183,21321,1343,22481
136,34,21373.61863047466,0.09713714874802139,1,586,7782,1842,9038
137,30,26288.63187620609,0.09593254541806907,1,413,5309,1870,6766
138,24,28701.822108564793,0.034872056277212606,1,566,5284,1809,6527
139,19,21515.706718843256,0.0004390982006488561,1,480,6881,3723,10124
140,37,25670.884396430847,0.14595107834573626,1,631,8506,1955,9830
141,20,33023.29885135917,0.04813125437035492,1,736,9558,1373,10195
142,38,27882.2276013112,0.09459435801824534,1,114,10272,2831,12989
143,29,36735.131270934784,0.01537209419952654,1,173,7273,1480,8580
144,20,65629.4429510955,0.34474529365194784,1,1028,5851,2515,7338
145,34,30492.210517980544,0.06433151031499901,1,1701,6379,2112,6790
146,44,20589.138828913663,0.1197280941743997,1,793,5655,1453,6315
147,47,20846.275021974085,0.13552579370383158,1,885,7055,1399,7569
148,64,21904.5673871728,0.13886113514350726,0,17,0,0,-17
149,39,23816.55985329989,0.11264104206134049,1,101,6578,1384,7861
150,72,33751.06847413077,0.13716639895939942,0,29,0,0,-29
151,28,24009.202732419766,0.028994496072199026,1,795,13219,3268,15692
152,27,20121.910540078617,0.10539058167601993,1,761,5670,1922,6831
153,54,41591.99396317749,0.017940861561098365,1,324,5814,1581,7071
154,50,22961.163725186227,0.19471942704495604,1,813,5337,1808,6332
155,62,45682.93715705923,0.019623318508855157,1,417,5696,1391,6670
156,69,21356.482017238257,0.0502943088345474,1,248,26461,1779,27992
157,19,22579.66268355573,0.03909706339555839,1,1237,9848,2624,11235
158,28,24891.896522089868,0.010278815104257448,1,159,5433,1414,6688
159,22,25447.606147437255,0.05590719910661275,1,1605,6448,4602,9445
160,62,22059.516805119638,0.07712805304516324,1,302,6682,1959,8339
161,22,20949.080252400818,0.06693669361854022,1,241,6158,1584,7501
162,75,38247.38806820386,0.21977809119484162,0,0,0,0,0
163,18,21605.050560746426,0.010152878645519805,1,604,8410,2185,9991
164,37,24670.091161849556,0.2507057998752195,1,210,8087,2069,9946
165,32,24746.574660032627,0.1591271757184267,1,861,8194,1500,8833
166,30,20088.583035986147,0.09473364954925602,1,1114,6395,1489,6770
167,38,28918.219383195294,0.21037382658054646,0,46,0,0,-46
168,30,20804.801905704306,0.07863766064405724,1,194,5813,1397,7016
169,60,33037.82625556404,0.06073492150460223,1,352,6162,1935,7745
170,25,24744.430757446622,0.008823404740234254,1,54,6852,1715,8513
171,65,40628.492940602715,0.18750848873212195,1,382,7706,1571,8895
172,66,47413.057033689416,0.08527259024820533,0,41,0,0,-41
173,45,21469.31844171898,0.30566802451823005,0,5,0,0,-5
174,21,25299.5722961353,0.12766712049613818,1,1188,9138,1342,9292
175,68,24762.172955880833,0.11083420326617108,1,315,5667,1661,7013
176,39,27513.89285516842,0.00996072797641873,1,1314,5779,2120,6585
177,18,39086.888757759385,0.2646147679169709,1,138,6458,3200,9520
178,32,27747.319424172456,0.08081888771152325,1,384,5301,1569,6486
179,64,55372.80559759166,0.06376577185200893,1,1115,8033,1830,8748
180,22,51318.95161803679,0.07167641620279866,1,167,5841,1540,7214
181,58,23125.192753652005,0.2065520407818616,1,653,7321,3069,9737
182,33,25176.525848895573,0.0859873642045315,1,149,5422,1378,6651
183,31,46160.89396976582,0.047862234357877904,1,441,26053,3209,28821
184,41,27629.219151474066,0.14747423770437781,1,1201,5503,1349,5651
185,52,20027.121233285718,0.1264420957259415,0,48,0,0,-48
186,30,23806.397206475212,0.14957798105822054,1,559,13583,1345,14369
187,18,24516.16265840198,0.06455795573704537,1,945,6805,1580,7440
188,59,21325.398752828827,0.009882367209274512,1,781,6810,1565,7594
189,24,26384.77095020055,0.054459728036823106,1,979,8671,1804,9496
190,41,26195.368413238743,0.010413651631473194,1,705,7735,1369,8399
191,20,36864.79075338674,0.29913606664900905,1,401,5542,2346,7487
192,39,22126.38792809206,0.5492087837550896,1,112,5703,1768,7359
193,31,20232.049117835206,0.2915680947670529,1,712,7548,1545,8381
194,57,22905.230693600013,0.12515901457591339,1,250,7373,1416,8539
195,74,22765.152085506495,0.01303909153543275,1,422,13429,2449,15456
196,35,26198.68906917709,0.2343280663740855,1,262,5927,1371,7036
197,65,20144.823348593698,0.21771382973758086,1,71,8623,1889,10441
198,28,20724.96852463441,0.11930491009079947,1,37,6425,1432,7820
199,43,20606.088646843236,0.3736760446742979,0,8,0,0,-8
200,18,23861.12332111881,0.26508201189243846,0,86,0,0,-86
201,37,33916.42176922449,0.1065286943412233,1,123,7340,1857,9074
202,39,22463.812831325184,0.0045484789834505344,1,56,10343,1492,11779
203,33,20119.96817679992,0.023347711187954243,1,466,7771,1357,8662
204,29,27661.388188485278,0.06246450822137391,1,453,5247,2172,6966
205,21,50333.555050807154,0.10212474982090372,1,70,5600,2568,8098
206,19,21394.290332338376,0.09552086323619068,0,20,0,0,-20
207,30,20925.043060772558,0.017150983208764802,1,263,6070,2371,8178
208,38,25327.721301704114,0.022050184701888177,0,102,0,0,-102
209,29,67368.57379147358,0.14442469184644652,1,297,7919,3015,10637
210,60,21058.365940907504,0.3244251729758142,1,799,5657,1724,6582
211,49,29141.662444340152,0.4891219172001377,0,56,0,0,-56
212,33,23120.79053246097,0.13714811742942146,0,16,0,0,-16
213,19,28000.221684028875,0.2671806532692997,1,91,5261,1583,6753
214,18,28067.133730299673,0.023317732638076308,1,1472,5896,1543,5967
215,68,20803.43296433832,0.17085289662255645,1,541,18010,1446,18915
216,41,25096.528163243183,0.01331085530296729,1,634,160882,1575,161823
217,30,21769.01732415234,0.07914935066549111,1,306,5549,1465,6708
218,58,41048.42986357127,0.10531246353120663,0,30,0,0,-30
219,46,28960.680991505018,0.19363292633174267,1,774,9989,1399,10614
220,44,31289.263861890162,0.1530179699226411,0,57,0,0,-57
221,24,22667.793263190644,0.1311378402435537,1,1748,6436,1582,6270
222,51,26217.442136789883,0.04164225876056483,0,8,0,0,-8
223,39,20018.02813505758,0.0831231097265707,1,747,6963,2571,8787
224,30,24983.301491933118,0.019325400279814383,1,432,8989,1415,9972
225,21,27403.89599868261,0.44805856145783707,1,944,5754,1502,6312
226,51,21829.721399490307,0.008242872629382158,1,386,15902,1566,17082
227,75,24198.558169222368,0.2037455726360225,0,169,0,0,-169
228,69,20532.85241624975,0.2522299843058415,1,70,13128,1400,14458
229,21,31499.787988631517,0.1387245031368262,1,270,5642,2181,7553
230,27,22509.551816289415,0.05064340923166489,1,431,7734,2659,9962
231,52,21621.23617712483,0.02658553006893668,1,239,10737,1772,12270
232,63,41781.401931316905,0.14611857859295144,1,118,6447,2127,8456
233,19,93787.9261780318,0.4054476182233719,0,16,0,0,-16
234,46,21450.64230788859,0.4254881251826952,1,144,5544,1705,7105
235,43,21524.86147975743,0.08375130868335223,1,411,11542,1935,13066
236,74,23742.372984903202,0.15592754123850538,0,12,0,0,-12
237,19,29264.992355528542,0.27610835540327977,1,145,5556,3140,8551
238,25,25834.090791352854,0.06667607159485804,1,186,10104,2385,12303
239,31,31056.38048383777,0.14926163336442,1,2322,6465,1641,5784
240,52,24311.467496506575,0.2727201508185462,1,59,5702,1345,6988
241,54,40528.329480463864,0.03226004759235576,1,613,11457,1701,12545
242,59,28407.896787662696,0.0463339771472751,0,9,0,0,-9
243,22,35056.86676757311,0.19377533321799592,0,78,0,0,-78
244,56,33135.63189451175,0.029086819265772973,1,2009,5907,2227,6125
245,45,24077.211640657893,0.09177027499346727,0,183,0,0,-183
246,70,36892.34369295281,0.26040718877910857,0,38,0,0,-38
247,73,54045.41278700308,0.29969136915496786,0,163,0,0,-163
248,26,38069.495763007806,0.2682565543633195,0,12,0,0,-12
249,33,22166.2637739899,0.0031888559773964003,1,974,9096,1502,9624
250,55,29045.829313125356,0.18486610254659921,1,1458,5782,1838,6162
251,31,21102.874103331204,0.013166785982881908,0,67,0,0,-67
252,64,29712.39306303292,0.15858703592731596,1,819,9715,1381,10277
253,50,21137.79224646512,0.43024320883710426,1,159,8807,1487,10135
254,20,69717.447552546,0.09221436627124116,1,205,11229,1733,12757
255,28,25783.265373353923,0.059984879464936317,0,6,0,0,-6
256,31,20584.316315525273,0.0794414546902315,1,1872,6137,2013,6278
257,27,21014.231690707653,0.12236396888815897,1,461,12854,2047,14440
258,47,45448.82720474481,0.017570146538444832,1,46,29407,1871,31232
259,21,28259.261116602596,0.01971549383466827,1,397,12997,1696,14296
260,41,26533.958445517856,0.15414594288615943,1,1024,6025,1578,6579
261,70,20716.424954635128,0.04079981727984539,0,9,0,0,-9
262,58,25465.097181841396,0.19798733389150489,0,4,0,0,-4
263,53,31843.525299125406,0.06964529001389866,1,209,34986,2919,37696
264,63,36355.02268668604,0.12956431337773724,0,18,0,0,-18
265,32,21772.77348236628,0.1468415145482793,1,1209,8490,3374,10655
266,54,29920.41702225521,0.1438230157047864,1,1668,6588,1401,6321
267,35,67121.61442843734,0.18862749402651677,1,2669,9972,2292,9595
268,43,27016.88656566592,0.11010377209267544,1,279,5608,1445,6774
269,23,21850.0278103328,0.13723080709560967,1,365,25496,1584,26715
270,22,20094.48833995265,0.3575383917140556,0,332,0,0,-332
271,49,38417.38655523751,0.09099224254680245,1,399,9894,1589,11084
272,45,22654.94538936294,7.84929002515368e-05,1,327,19822,1668,21163
273,48,21353.887320149395,0.06592286939402672,1,128,8419,1510,9801
274,47,24268.331621326448,0.2513245449874139,1,603,6814,1769,7980
275,20,27805.618173895236,0.08498631813771208,1,136,5650,1823,7337
276,30,20822.861108805242,0.0022627812175399164,0,24,0,0,-24
277,62,55029.762442945015,0.19685139652081737,1,139,60088,1466,61415
278,57,24325.23972373112,0.3284192772279252,1,404,5546,1882,7024
279,21,22858.93798211821,0.001884771033107486,1,64,14697,1763,16396
280,24,21603.6475737961,0.3930063758527647,0,13,0,0,-13
281,51,25020.31381781604,0.3090488940373192,0,4,0,0,-4
282,53,20252.713935040916,0.09573902950255006,1,730,10921,1956,12147
283,57,23705.678083603238,0.0792679504547861,1,205,52984,1515,54294
284,26,21196.10311561455,0.10796824379584015,1,59,9466,1336,10743
285,35,20234.53443190816,0.0329849495473845,1,310,13445,2075,15210
286,45,41010.87075501543,0.15440340051994375,1,262,6268,1894,7900
287,19,22939.67206000534,0.0517843027520123,0,0,0,0,0
288,39,22322.414690905378,0.007203946098125407,1,318,13383,1806,14871
289,41,34680.14087599598,0.06807592755379356,1,186,101239,3185,104238
290,45,27387.636853377116,0.004719485252185667,1,250,6014,5806,11570
291,18,20590.263431093786,0.018714932883588102,0,20,0,0,-20
292,26,50855.80382320921,0.05779270663903682,1,178,5728,1790,7340
293,32,25399.691497118503,0.1951247351910715,0,14,0,0,-14
294,24,21245.7850214117,0.006063518796092318,1,813,6445,1588,7220
295,73,21603.33601990635,0.06469119548547446,1,353,5800,1690,7137
296,37,24292.674959479067,0.3908350474482949,1,511,6899,1649,8037
297,71,20558.851241431483,0.22624558023534116,1,253,6970,1627,8344
298,33,26412.584309293314,0.3108007803597429,0,35,0,0,-35
299,43,32366.133339279397,0.07638925217461595,1,208,7009,1530,8331
300,63,23521.58778969968,0.018823600964085366,1,1756,7985,2048,8277
301,29,29309.474239881278,0.17756890742821133,1,135,8225,1715,9805
302,63,26590.415177632363,0.05234855203557705,1,200,6321,1551,7672
303,70,24238.15097296071,0.047376649097129894,1,143,11054,1754,12665
304,40,21836.321569913325,0.23474369577612164,0,35,0,0,-35
305,24,26040.712328531547,0.12582446834603905,1,778,12044,1485,12751
306,34,38549.040989675064,0.07928740898444876,0,11,0,0,-11
307,45,35455.191937457086,0.007504780257919318,1,112,5336,1461,6685
308,27,20484.45847175391,0.11996667053403266,0,14,0,0,-14
309,24,32769.57557294083,0.10887800044859273,1,210,5616,1383,6789
310,45,27370.92186366059,0.1550775810648191,1,168,15140,1496,16468
311,31,21152.87148969303,0.1684982665906673,1,257,5705,2095,7543
312,36,33747.02603526876,0.18278568452470784,1,195,8026,1800,9631
313,19,21515.082974955258,0.19789948748220493,0,28,0,0,-28
314,24,28803.372772650266,0.028935485894285386,1,906,7569,1367,8030
315,28,25702.528641218276,0.1944428144970276,0,8,0,0,-8
316,50,32460.579701952476,0.023052914463655254,1,183,16551,1430,17798
317,33,59239.01540271192,0.01547348062355598,1,53,13992,1747,15686
318,68,30571.27105090846,0.04655844278294345,0,51,0,0,-51
319,43,24685.989159370023,0.03405534593219861,1,133,42671,1725,44263
320,20,44241.37131227282,0.053999523887268794,1,99,10169,1549,11619
321,29,21389.393678553253,0.18695271677234143,1,639,5993,1638,6992
322,72,23943.672715045443,0.0601991416252171,1,585,5697,1924,7036
323,72,29224.167152736485,0.013510188614266797,1,282,5728,2077,7523
324,21,31463.55929957636,0.19722874197940465,1,284,6422,2967,9105
325,36,27732.839566837643,0.04626763121671763,1,385,7906,2060,9581
326,39,29578.229033839394,0.0013897832231029303,1,443,6770,1937,8264
327,75,23122.386597467183,0.24498925619228093,1,220,5604,2362,7746
328,19,31051.32253892218,0.1803506971888352,0,100,0,0,-100
329,53,20930.75883823493,0.12214498934711558,1,63,13802,1628,15367
330,35,31238.106383795337,0.15241142524373175,1,479,10690,2127,12338
331,26,25427.55946682817,0.03907074756152733,0,52,0,0,-52
332,33,38755.742271485746,0.02457101399416091,1,176,34884,1475,36183
333,20,25994.093566646487,0.17659604999869716,1,649,9782,2279,11412
334,35,20304.94048653097,0.02440334461916397,1,525,10460,1962,11897
335,37,30692.022568161978,0.11414549376362065,1,1732,8507,1958,8733
336,44,32268.260629025426,0.06243748201521116,1,108,18461,1370,19723
337,47,25462.416368622544,0.06102215405807136,1,253,5804,1397,6948
338,32,20557.85634562337,0.37441754626934337,1,137,5718,1414,6995
339,50,30263.683342192635,0.06199556877840576,1,249,7769,1520,9040
340,37,21309.34162176195,0.15368262054405019,1,172,11415,1445,12688
341,23,28131.549810558907,0.10525035814577405,1,72,10374,1339,11641
342,41,21359.494898555473,0.03246523584285546,1,10,5553,8493,14036
343,55,56894.68004193392,0.006260672583213445,1,93,5796,2193,7896
344,24,20270.765126703394,0.05694755544052404,1,68,7000,5626,12558
345,18,23245.056531603677,0.2437382622850095,1,455,6383,1432,7360
346,31,21612.380754127884,0.16457733770513527,0,10,0,0,-10
347,53,25971.46280424393,0.42960921719170114,0,16,0,0,-16
348,29,49635.8470718663,0.006021130944112955,1,770,13001,3106,15337
349,25,24678.75415580428,0.20890897727104438,1,182,21531,1644,22993
350,24,22058.486005539835,0.024812788968932735,1,761,10554,1430,11223
351,31,20497.354400645756,0.3010629953674251,1,300,5787,1360,6847
352,20,24056.498196766006,0.17760224032481214,0,14,0,0,-14
353,36,20525.94682981675,0.1405647062689546,1,72,9494,1499,10921
354,63,29052.283119883108,0.030715817183968847,1,373,11482,1512,12621
355,24,53080.978988297626,0.016239475058584314,1,478,12382,1793,13697
356,34,25213.301075462496,0.12166955995561375,1,851,13519,1679,14347
357,30,24896.8537136909,0.3227363325541799,0,3,0,0,-3
358,25,27262.003886702834,0.19315691166136215,0,1,0,0,-1
359,41,20810.761256608403,0.13603705634827137,0,2,0,0,-2
360,50,26068.19130515754,0.1207429040738254,1,179,6888,1719,8428
361,53,22846.370557971375,0.022567039630075236,1,82,6450,1530,7898
362,61,33200.008685937006,0.08046324227914044,1,99,5470,1676,7047
363,50,23370.27173075095,0.04300555421029127,1,104,8199,1466,9561
364,53,20903.71733273321,0.4512654379039756,1,699,14946,2063,16310
365,64,22626.06078076998,0.09445449923269551,1,425,9121,1973,10669
366,29,20824.609935688317,0.009685513545387424,1,176,5494,1779,7097
367,20,21650.092317759278,0.19634675928109885,1,276,6489,1621,7834
368,42,20077.688222123845,0.038207754829822825,1,563,17566,2513,19516
369,56,31286.116876898963,0.15053174968674268,1,764,9563,1497,10296
370,35,20155.65707330326,0.015922438404078306,1,240,8051,3695,11506
371,19,23638.495643658127,0.07584673096935415,1,1123,5726,1383,5986
372,58,22032.139470630853,0.41985658249977664,0,29,0,0,-29
373,29,23300.311912239977,0.048519139338574886,1,560,6442,2254,8136
374,25,29262.576712729326,0.09903602908409334,1,1175,17844,1870,18539
375,23,21103.46985336814,0.15102626073484499,0,34,0,0,-34
376,56,46025.701220091156,0.06299577862832818,0,69,0,0,-69
377,42,21764.229420554377,0.155383527488531,1,305,12553,3001,15249
378,72,22212.189437918463,0.1332816294144191,1,370,5478,2098,7206
379,52,21483.927300187897,0.28017843367198914,0,54,0,0,-54
380,18,30538.032975423026,0.111779635359545,1,271,7273,1336,8338
381,52,32943.35301909395,0.03438133936566859,0,104,0,0,-104
382,40,25022.890383031263,0.2039892516277713,1,320,6083,2087,7850
383,53,20666.077144043185,0.05563567336705514,1,402,6316,2620,8534
384,39,20283.08060881107,0.022328081657948803,1,380,5670,1390,6680
385,47,26684.03570905208,0.04433196393065273,1,298,6000,1389,7091
386,21,34432.52098474271,0.028492485181719214,1,1000,6220,2116,7336
387,22,28869.53538703933,0.10066468491167235,1,522,8327,1351,9156
388,26,36787.55330283183,0.26771139798320975,1,1109,5875,1669,6435
389,31,22710.291143912495,0.09902494479831901,1,456,7740,1514,8798
390,50,25545.15805188938,0.011960132059256322,0,13,0,0,-13
391,18,25023.139506623844,0.05771133119870218,1,294,6082,1598,7386
392,23,20617.86963887433,0.18033877826821024,1,117,23988,2172,26043
393,73,20455.008302700782,0.02267788723177644,0,109,0,0,-109
394,27,21964.844116300326,0.05831904126118288,1,258,5710,1760,7212
395,48,27933.06055033117,0.00933988435611812,0,15,0,0,-15
396,54,27253.19624402022,0.17743648653140687,1,85,11487,1653,13055
397,32,54788.59720023656,0.022851256834454645,1,156,5664,1398,6906
398,41,22983.378158575568,0.290696011397716,1,156,30214,1965,32023
399,39,21534.947016888113,0.2686728736626205,1,915,21114,1845,22044
400,54,21193.493492778125,0.007865753899778696,1,635,9771,1629,10765
401,55,21672.821182794505,0.09522848791973695,1,350,6851,5663,12164
402,36,22846.84208075059,0.26355934083777904,1,443,5509,2361,7427
403,31,32129.70946834281,0.009809547105873073,0,54,0,0,-54
404,59,23547.2493177486,0.09243800804432271,1,171,6208,1705,7742
405,49,21904.387968896302,0.07190934292532769,1,161,8336,1358,9533
406,63,20803.579635638685,0.04382807300178996,1,872,7183,1903,8214
407,49,39713.937025634514,0.00218525797748161,1,300,11447,2155,13302
408,60,28919.78914384187,0.13718515901937697,1,612,11886,2680,13954
409,19,27872.12232849302,0.17384225109269033,1,462,5473,1858,6869
410,26,21437.44401964923,0.015520216232142567,1,1054,24171,1462,24579
411,65,28820.822938465342,0.030227758205723876,1,1966,6813,1978,6825
