ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
68,56,35996.01435742313,0.015164807272580646,1,248,6398,1548,7698
69,31,38294.90641908618,0.030742541938392928,1,27,18570,1517,20060
70,18,29441.541529652335,0.16035713422799464,0,84,0,0,-84
71,27,42058.742730676306,0.04546781205216259,1,455,6109,2043,7697
72,44,26405.255636932445,0.23957462545440625,1,1245,6484,1594,6833
73,71,22631.801951636,0.08428802489135656,1,67,9433,2121,11487
74,28,20749.139644073068,0.2527833316449327,0,142,0,0,-142
75,34,26263.513750645085,0.07038338130127132,1,453,5860,1614,7021
76,18,22183.644029921685,0.18566359917188235,1,144,5352,2035,7243
77,23,30727.16275909072,0.024508635574614236,0,22,0,0,-22
78,45,37940.62650677124,0.17610094366908663,1,975,13269,2087,14381
79,59,26298.81527570662,0.16440111538291285,1,672,5569,1519,6416
80,28,21549.74211757991,0.044385467454205255,1,1611,6718,2405,7512
81,39,90515.7440474091,0.132098496812324,1,573,6621,1719,7767
82,64,20446.041059431678,0.043329357380505966,0,7,0,0,-7
83,55,21419.324791150106,0.07389912068034246,1,178,9585,1787,11194
84,40,30706.821228508812,0.0020430905590592243,1,20,6144,1787,7911
85,20,22371.66081291707,0.32577482843922717,1,979,5646,1844,6511
86,25,24829.13849804558,0.001037376074564918,1,392,8790,1620,10018
87,41,27999.3208786475,0.1873055604024321,0,2,0,0,-2
88,20,28942.689036443255,0.3930965603001179,0,12,0,0,-12
89,23,34247.23339353687,0.14023673189481675,1,247,7277,1526,8556
90,25,33855.91345249674,0.13923136150261162,1,1740,5684,1682,5626
91,49,37214.66064893225,0.22615510930163832,1,67,5369,2010,7312
92,29,26731.608924455722,0.04254562141568506,1,67,6715,1910,8558
93,41,42193.80681923477,0.04490607481787229,1,397,6615,2062,8280
94,32,24858.324366353037,0.09869467028174045,1,2310,11849,1953,11492
95,33,21012.49760370905,0.2361961188742454,1,95,10604,3492,14001
96,42,22858.735465842816,0.19894900275959546,1,96,7038,1458,8400
97,40,35395.64346733675,0.05450936637618617,0,14,0,0,-14
98,64,25523.661675952862,0.3280429467656916,1,86,10592,1964,12470
99,60,21161.952190474403,0.04600714449670767,0,38,0,0,-38
100,70,26784.149695672186,0.024290938076832316,1,571,7383,1884,8696
101,69,28011.69523448042,0.13515816058712873,1,509,5530,1892,6913
102,25,33482.895045567064,0.48555737111048114,1,1154,6454,1558,6858
103,18,36451.65549906649,0.11195334126904458,1,865,17141,1528,17804
104,20,39129.87275866281,0.07154954810258991,1,303,10991,2197,12885
105,42,24126.992802085668,0.037491185403053226,1,354,13984,1446,15076
106,55,29873.77601431647,0.0092252575498335,1,37,16242,3013,19218
107,33,31232.151199532283,0.07647265978610611,1,241,5741,1507,7007
108,29,21892.41898125584,0.16768255651236655,0,43,0,0,-43
109,59,48216.68748260877,0.24461743710674141,1,580,6495,1501,7416
110,36,28905.94137653314,0.10567017691212088,0,4,0,0,-4
111,55,22881.944661014302,0.3128918374525227,1,685,13708,1565,14588
112,33,34333.338486058776,0.11656854894300189,1,7,9565,1838,11396
113,36,48683.72336818285,0.047808064359412934,1,274,5800,1611,7137
114,52,24071.230783838902,0.12140829697467703,1,222,6476,2035,8289
115,69,21815.01094207746,0.0717873127959873,1,641,7759,1486,8604
116,44,21718.031231712994,0.16353749237111756,1,97,5858,1463,7224
117,58,23889.009658148407,0.08976361180116733,1,110,9661,1476,11027
118,19,26632.69452340574,0.34499031112839124,1,379,8503,2841,10965
119,29,26050.047707842383,0.22895829894944975,0,25,0,0,-25
120,65,23000.156577689693,0.10124006711416576,1,554,6789,1723,7958
121,58,72074.39811122205,0.31976761060208897,0,142,0,0,-142
122,26,27422.772865374773,0.36838684067112715,1,529,6480,2528,8479
123,27,25113.15720110018,0.03007410819652121,0,71,0,0,-71
124,41,25794.842572451726,0.07086132867476087,1,269,6353,3508,9592
125,21,25673.095453017177,0.29945813163965446,1,32,7126,1550,8644
126,40,39035.19036384578,0.14645392241351138,1,2188,5888,1523,5223
127,20,22481.732228300752,0.12319903999982983,1,454,18768,2296,20610
128,40,45602.738946250574,0.050129868245514735,1,244,6863,1478,8097
129,65,24289.760231597054,0.3811718113197697,0,66,0,0,-66
130,20,31524.5188455206,0.1014661057323182,1,711,11496,1842,12627
131,64,30463.874617568385,0.3171728900815922,0,46,0,0,-46
132,44,30865.47925483686,0.12954974352690513,1,1448,11203,1739,11494
133,67,30899.126382590817,0.04542298443863963,1,1781,42127,2023,42369
134,21,38756.47092360948,0.20553762394490305,0,0,0,0,0
135,73,31038.80960856354,0.037186754859441166,1,1942,13106,1681,12845
136,75,24005.23722496575,0.13249751114587788,1,410,5456,1650,6696
137,32,28571.38857821391,0.1720604743902942,1,508,81414,2146,83052
138,29,26072.445892643955,0.041327065454202484,1,29,50375,1466,51812
139,38,24721.730213036593,0.015095198605543595,1,182,6523,1697,8038
140,54,26776.742306016182,0.056035964489420775,1,188,14086,2517,16415
141,59,61542.692494467614,0.08271758462647094,1,469,5970,1681,7182
142,74,20406.952640631218,0.008951327230230104,1,605,62987,3827,66209
143,59,21880.36037997943,0.18063613380645002,0,80,0,0,-80
144,60,21080.588145680333,0.14102950559101884,1,57,5583,1958,7484
145,30,25240.84018614868,0.17232633226136276,0,11,0,0,-11
146,43,23720.973269266746,0.05250648901021385,1,411,33393,1826,34808
147,32,22964.71976323238,0.13816412096865074,1,204,8935,2306,11037
148,30,41034.13215951601,0.0593080229225449,1,542,10118,1717,11293
149,19,22217.39470074437,0.0697455068771872,1,667,6240,1526,7099
150,48,41398.130324044556,0.10092776036667364,1,387,25962,1498,27073
151,51,24823.469137361553,0.06955591789000119,0,55,0,0,-55
152,24,20337.41083474231,0.33752722373004995,0,49,0,0,-49
153,40,24992.87500364031,0.3156689854780987,1,253,6840,1513,8100
154,57,24476.959932616843,0.17904174135363837,1,1207,5445,2119,6357
155,28,31943.549995296995,0.029610055149388706,1,111,5729,1455,7073
156,67,26160.535119906104,0.01888824510038364,1,695,7643,2489,9437
157,31,25806.854756084813,0.064073886647632,1,115,23462,1459,24806
158,19,21517.363778560113,0.06372524146818648,1,1039,9081,1469,9511
159,25,26006.586404275386,0.023039816800908226,1,570,6814,1625,7869
160,36,21932.680090406127,0.14969754391387163,1,1280,5745,1549,6014
161,50,21831.088194889726,0.16029399754382692,1,372,5981,1640,7249
162,39,21619.528911554244,0.1206043348522565,1,222,5983,1516,7277
163,30,20867.785975273568,0.23058327553850977,1,272,6457,1893,8078
164,19,33852.82954871445,0.18696075785297195,1,227,8524,1599,9896
165,35,27030.309121380866,0.014305671430750098,1,1912,9577,1691,9356
166,66,36350.11584743719,0.003567092669731995,1,656,5568,1483,6395
167,26,23805.794445002557,0.1576567768848581,1,582,5745,1460,6623
168,62,20063.716832914597,0.22505671510652708,1,458,5393,2454,7389
169,27,20841.98393224545,0.2096664993984322,1,228,9517,1509,10798
170,56,22616.391039963175,0.29132847658043076,1,64,6223,2246,8405
171,44,29388.040110907703,0.4436463231230545,1,730,18326,2285,19881
172,23,28995.98887125819,0.17331305755444,1,707,7921,1568,8782
173,26,32425.68655224011,0.12954311970287835,1,114,6057,1480,7423
174,39,27080.426221917227,0.31300128456376375,1,458,7741,1544,8827
175,23,20276.636128480008,0.11657196727300231,1,187,5877,1456,7146
176,66,20198.925407770956,0.12921370503250135,1,2245,5690,1746,5191
177,37,62732.59003730331,0.1444536978484183,0,105,0,0,-105
178,20,20466.83939883512,0.0035411509815568257,1,307,9009,2190,10892
179,38,39077.10119157403,0.09483982217659108,1,192,15692,1951,17451
180,21,27161.33382299224,0.005185213948057508,1,96,32392,1785,34081
181,72,22670.271354935798,0.20641895230052368,1,2261,5419,5569,8727
182,28,61028.930956607786,0.12340943147317085,1,267,8501,1594,9828
183,24,22333.054725677204,0.1171499103266216,0,38,0,0,-38
184,21,35695.556102066344,0.002593615232617095,1,358,26960,1481,28083
185,43,24590.045434721884,0.2206933556958506,0,14,0,0,-14
186,43,22557.950367153968,0.18316231813179645,1,510,6126,1541,7157
187,40,40707.187286529545,0.008892147146578017,0,41,0,0,-41
188,28,20918.958716067387,0.020137589857773405,1,221,6858,1507,8144
189,64,23661.82251779227,0.27660437274720573,1,529,10342,1497,11310
190,25,26378.018916232035,0.22799570128573995,1,269,6865,1505,8101
191,35,29231.895941617873,0.12119937466977322,1,499,8224,1577,9302
192,65,20729.565871085488,0.4354362230529515,0,27,0,0,-27
193,38,36044.08684893879,0.2899564008761237,1,565,5600,2559,7594
194,55,37618.62400409088,0.0714342643233019,1,276,5649,1718,7091
195,27,30353.89603762013,0.06441076425180166,1,979,7446,1875,8342
196,65,33550.45404497879,0.06403521015155372,0,8,0,0,-8
197,38,20522.821276756473,0.03738406538223577,1,137,6049,2071,7983
198,47,27092.627653013114,0.023235648070029216,1,119,5537,1444,6862
199,60,20745.25840431107,0.19994316446542243,1,444,10359,1708,11623
200,23,24550.37197472413,0.3016906490024706,0,31,0,0,-31
201,28,36347.4976070668,0.12296246835348652,1,292,14826,2182,16716
202,28,29182.52019164881,0.15675413403727043,1,77,5694,2538,8155
203,72,26217.458375718863,0.14535804345191755,1,894,8244,1702,9052
204,20,22784.269290081495,0.11292887059288588,1,444,7369,3327,10252
205,24,26224.90484819263,0.07777442416981174,1,664,7125,2699,9160
206,38,23651.179721057888,0.22276875268666246,1,935,5728,2111,6904
207,34,34603.518615473135,0.1825518864847362,1,133,7033,1961,8861
208,72,20810.156729982384,0.22335658763242497,1,464,6422,1640,7598
209,28,22280.148781843418,2.479400251948099e-05,1,147,7218,2805,9876
210,28,21588.335375176837,0.15095201807924125,0,43,0,0,-43
211,23,23720.40497306151,0.0031831100444412634,1,383,6445,3222,9284
212,63,22099.32897772279,0.03504065672355146,1,158,9061,2410,11313
213,73,43092.63906628022,0.3396911762140933,0,52,0,0,-52
214,28,25160.26971111267,0.08070415982530356,1,280,5300,1711,6731
215,19,29135.760953059238,0.053433496244425435,0,12,0,0,-12
216,47,20611.7752846289,0.025016009575047904,1,1110,19588,4467,22945
217,31,20139.418048493535,0.10709601552946278,1,234,10783,1449,11998
218,23,27777.952549985755,0.08330956365372132,1,832,6557,1986,7711
219,57,23240.558756313,0.04451951176586256,0,27,0,0,-27
220,30,22527.563535361467,0.045606092500409125,1,207,6001,3360,9154
221,25,22387.89350728683,0.06152793014143246,0,8,0,0,-8
222,32,22044.595859727746,0.025779348327728564,1,67,20654,1684,22271
223,21,44479.0634894279,0.004039518905272319,1,455,6925,2171,8641
224,23,28718.489602280893,0.0035057212041990317,1,94,8119,1563,9588
225,71,20344.105057496443,0.032091692953641074,1,299,57660,1580,58941
226,18,36521.11935390773,0.06955407830960711,1,650,5791,1642,6783
227,26,28681.99829019388,0.28001267065982405,0,29,0,0,-29
228,39,29393.699045771646,0.03385224179391635,1,1302,6621,3328,8647
229,22,21985.981539494976,0.11852558519126492,0,24,0,0,-24
230,55,26646.47213450544,0.23122897089318,1,414,9869,1858,11313
231,29,34979.68613532745,0.011776816739388516,1,154,7930,1722,9498
232,21,21968.427762101266,0.0723520328644592,1,632,5655,2857,7880
233,68,21589.93907007133,0.1853380941462371,1,1740,6130,3048,7438
234,23,23860.935868214587,0.14129765107560674,1,190,9079,1689,10578
235,51,21849.133675994504,0.1322198518407592,1,976,7156,2915,9095
236,21,20202.059536303484,0.08617276454451116,1,772,6840,1579,7647
237,20,37304.71478470571,0.06577988494515713,1,1369,11399,1704,11734
238,38,88552.04288374244,0.056374140878322085,0,226,0,0,-226
239,50,23628.156654708775,0.12265433732459616,1,82,5293,1464,6675
240,56,21440.071907747326,0.07620361670914534,1,749,8327,1461,9039
241,24,22532.479512196045,0.01710718314649941,1,1178,5603,1664,6089
242,57,42499.98974045552,0.09484129151522874,1,298,12438,2518,14658
243,75,20853.02108419914,0.11033714794950945,0,19,0,0,-19
244,21,44192.28337117806,0.18181573442985116,1,242,14067,1552,15377
245,18,29584.008343699894,0.060225481774117316,0,31,0,0,-31
246,18,34100.557287288764,0.14572498870319758,1,259,6308,2165,8214
247,20,179638.7805481012,0.12696376271630594,1,12,10666,1889,12543
248,20,20576.34283058865,0.2884643535668275,1,580,11895,1893,13208
249,74,21269.545861537998,0.18867563275125873,1,1987,9262,2319,9594
250,20,20798.48962580196,0.07110006434201749,1,405,47647,1628,48870
251,32,23343.934300590074,0.04252159951934368,1,575,9052,1628,10105
252,55,20841.32985019601,0.03341949202523454,1,121,5783,2431,8093
253,58,136084.0582146672,0.0005063768019151105,1,189,5428,2152,7391
254,67,29201.907998603972,0.05677998326460576,1,979,7959,4613,11593
255,44,21256.373650675458,0.15967320699403226,0,81,0,0,-81
256,22,21553.102130313433,0.06358710912448633,0,5,0,0,-5
257,61,82395.72530126687,0.05428348398800224,0,40,0,0,-40
258,50,22478.098029333698,0.1403708204433953,1,136,5735,1676,7275
259,35,36693.1990009196,0.25026091668570516,0,31,0,0,-31
260,58,25623.250498106172,0.0031757244551012353,0,9,0,0,-9
261,53,21534.138187146193,0.3050408968906525,1,101,5389,1517,6805
262,23,26623.087625839158,0.02235943992649779,0,60,0,0,-60
263,27,34036.004467611616,0.11766382364317791,1,2251,17793,1589,17131
264,44,21189.59694143159,0.052011335050311296,1,434,8136,2394,10096
265,20,53034.56938584621,0.1713863759497214,0,30,0,0,-30
266,55,22043.374763282372,0.2923784130905502,0,35,0,0,-35
267,20,21087.14712826627,0.11676590573034744,1,224,5573,1650,6999
268,20,32416.654842324384,0.3209963259958305,1,312,9582,1982,11252
269,33,25245.077622491302,0.09233664773752753,1,387,6450,1609,7672
270,67,39360.97516252142,0.061196600762798446,1,104,26586,1796,28278
271,52,26531.11344518837,0.032620355907343045,1,1197,11278,1514,11595
272,31,29504.361347625985,0.08405689178207214,1,417,6393,2160,8136
273,22,24379.688050201683,0.04163792960144869,1,227,8321,1465,9559
274,18,54981.18690676116,0.2118886718823473,1,301,6548,2641,8888
275,51,29805.141723051012,0.10216180097133139,1,1056,7443,1594,7981
276,32,34381.30585964063,0.09074982125170852,1,579,7450,1686,8557
277,65,21272.983530194757,0.20732719323712812,0,35,0,0,-35
278,69,20187.715800469687,0.09945221849496545,1,212,7259,1968,9015
279,19,25760.839128185464,0.03606565406364106,1,166,8648,1741,10223
280,56,27652.729200677357,0.14328529253253133,1,679,6013,3547,8881
281,57,31765.0744570353,0.006913039990504614,1,70,54260,2611,56801
282,73,21528.817478981946,0.0543605373177028,1,136,18096,1787,19747
283,26,20073.00826072007,0.11845604737793071,1,58,14072,1505,15519
284,36,25419.30404850743,0.01914812896596335,1,762,9826,1716,10780
285,19,21642.471039895543,0.15430448679142825,0,12,0,0,-12
286,20,49478.748415690425,0.022598337729960248,1,757,13128,2868,15239
287,19,75281.09034491192,0.09217561067586313,0,42,0,0,-42
288,69,21289.59024086597,0.04165317980498496,1,152,6178,1758,7784
289,27,22251.715919728824,0.0670572873304755,1,118,8837,1818,10537
290,43,20319.21124081055,0.09882898449118276,1,286,5826,1660,7200
291,26,48370.09751734673,0.28924417712148315,1,113,11007,2962,13856
292,56,31811.097435138072,0.1640160769431106,1,813,6113,1539,6839
293,71,22429.98941338349,0.0030978044043194243,1,752,6156,1442,6846
294,35,23731.583355801064,0.03901943047148624,1,296,7202,1481,8387
295,20,36376.26736718263,0.15049326832381893,1,1238,5346,3389,7497
296,53,30651.296634892322,0.16320470550943436,1,165,8947,3976,12758
297,20,20297.83424400614,0.2449012578202381,1,154,6221,3508,9575
298,74,20441.348758303055,0.001112369161644176,1,1185,8894,1452,9161
299,36,44647.3547275872,0.16367373596747084,1,121,5737,3074,8690
300,48,33252.93587997362,0.03575467918153232,1,310,7490,1807,8987
301,34,20165.175625845393,0.24486967530762346,1,419,7472,1970,9023
302,18,25666.768031578285,0.05926547114540871,1,335,5271,1548,6484
303,18,20981.618111753447,0.09445075259153626,1,805,5509,1754,6458
304,41,30322.759311364163,0.055298742560147905,1,155,5755,1468,7068
305,37,43821.70437399438,0.10522456264211472,1,365,9298,3407,12340
306,19,20819.00827875256,0.3525961249472446,1,175,5401,2046,7272
307,53,28528.172417687827,0.005201628446593621,0,186,0,0,-186
308,48,27542.180819418358,0.03831000836391915,1,262,5668,1513,6919
309,22,26555.98552557866,0.03927129274313884,1,321,7049,4243,10971
310,31,23249.122895653865,0.14129682248464337,1,19,12221,2824,15026
311,47,20486.714771915864,0.21454212333029,0,45,0,0,-45
312,70,33607.82985707965,0.2627814978695809,1,449,5288,1771,6610
313,21,25890.278308273046,0.09777874104537307,1,944,6955,2386,8397
314,33,21135.806377882716,0.07690300091781396,1,175,22590,2078,24493
315,54,20863.95308707614,0.151873350898914,1,112,5707,2297,7892
316,42,28960.50141597022,0.2074090230061343,1,469,5950,2046,7527
317,50,30978.70101289843,0.0018020222884946046,1,277,8238,2500,10461
318,68,20377.47450364455,0.14527251671681987,0,17,0,0,-17
319,50,21646.46388961457,0.189776927343434,1,1173,8579,1519,8925
320,69,27302.14856985232,0.052992867568905457,1,265,9385,1599,10719
321,74,30031.12960049872,0.0020291188974926795,1,1383,12412,1537,12566
322,75,24970.849740259724,0.19246588787441113,1,103,8023,1689,9609
323,32,25140.622358960332,0.2772092581485975,0,10,0,0,-10
324,36,21562.270566756804,0.15634041054410322,1,38,5346,1698,7006
325,26,32289.881884824605,0.026461594707885,1,429,10841,1516,11928
326,25,44837.14242575533,0.11981842676215011,1,104,12120,2534,14550
327,52,20132.79353913638,0.20912083413839844,1,386,10528,3838,13980
328,39,77621.73099869743,0.09845217406291265,1,702,9353,1904,10555
329,51,20122.01987718173,0.1119365060234145,1,992,6352,2859,8219
330,40,20560.63982524921,0.07887612226701128,1,408,15146,2000,16738
331,21,23694.310669910243,0.00090801649210377,1,38,46620,2021,48603
332,27,44253.16440427947,0.16286172620560305,1,506,13358,1897,14749
333,32,20159.35230900019,0.2117615147042177,1,1220,20170,2720,21670
334,66,22427.184295101575,0.03794753879441939,1,772,5847,2699,7774
335,34,20939.29300309305,0.02763724236337356,1,576,10475,1526,11425
336,22,25381.037581304412,0.01660117654944041,1,130,11933,2960,14763
337,20,22492.682447201703,0.04247043548770491,0,61,0,0,-61
338,33,23167.099887640303,0.13753392214244212,1,500,5825,1918,7243
339,56,26070.70875707494,0.05326612896987659,0,10,0,0,-10
340,42,21866.46668517359,0.06472779066573445,1,116,6573,2394,8851
341,61,21248.938117942016,0.17046758930399647,1,275,14462,1597,15784
342,26,29009.556535491058,0.11204340153084877,0,38,0,0,-38
343,52,26603.159149513755,0.14644620264297425,1,233,9167,3322,12256
344,20,35191.944287248036,0.2699738694108723,0,76,0,0,-76
345,59,52081.49522002623,0.1814574305651981,1,374,6803,1467,7896
346,40,38975.34199562135,0.006503251225545407,1,593,9549,1922,10878
347,18,45945.12216431215,0.09676215346070724,1,553,5489,2132,7068
348,52,21540.328404690175,0.042159426796870236,1,786,5648,1852,6714
349,45,25913.324100718117,0.08476160877435286,0,19,0,0,-19
350,46,59972.92616531301,0.1630652110804532,1,981,5825,1570,6414
351,23,28624.396807680132,0.07279164097857638,1,79,11658,2595,14174
352,56,22555.623813693237,0.03270314336062835,1,323,5640,1576,6893
353,31,21072.918875346924,0.2085211059796411,1,805,21576,1692,22463
354,42,20112.637067312124,0.05500503341849852,1,387,13032,2009,14654
355,23,22645.691521712673,0.05236471375140595,1,313,7996,1924,9607
356,25,43927.07944411755,0.018663218163348476,1,1351,5833,2730,7212
357,24,37091.985707917374,0.008057233166288305,1,466,5882,3142,8558
358,47,20020.022912051096,0.07714608961139445,1,135,14721,2167,16753
359,18,21120.335956805895,0.07213820144289096,1,286,7872,4175,11761
360,60,26542.36686696194,0.1544547420638955,1,38,5732,3980,9674
361,18,34193.49918172002,0.11089513997418296,1,296,5291,1525,6520
362,19,24548.865350911725,0.13980324790031956,0,55,0,0,-55
363,40,20416.936137156565,0.03209692058873917,1,170,7600,1697,9127
364,22,25667.058255379045,0.02078920332143458,1,1061,6238,1549,6726
365,34,42230.76547468725,0.05471169688878388,1,473,15548,1967,17042
366,62,21281.59878486782,0.08340668824573517,0,12,0,0,-12
367,26,24825.362150356832,0.09189935975702908,1,314,12028,1780,13494
368,41,22786.130781544103,0.13550315582666309,1,371,5443,1547,6619
369,51,22177.15384934252,0.026499749786977517,0,120,0,0,-120
370,19,21759.06694435445,0.037575785727013915,1,137,9631,1716,11210
371,24,23397.27793115066,0.29869097336560396,1,259,17256,1496,18493
372,22,26464.825789990737,0.2324601877154847,1,67,5388,5785,11106
373,20,20872.562195957435,0.11859689933722065,1,571,6752,1453,7634
374,23,21945.053336216228,0.05669075729154113,1,352,5258,1759,6665
375,74,34532.57291171046,0.023678296578366596,1,145,10750,1878,12483
376,25,23584.209444608972,0.12992079946821358,1,144,9217,2070,11143
377,59,20899.74941487542,0.03455985070467209,1,534,6052,1474,6992
378,30,55860.13792796201,0.31205176595643375,0,14,0,0,-14
379,44,22165.767973916998,0.026008003268255878,1,218,5656,2709,8147
380,22,22896.430308073068,0.04746823807426174,1,419,9617,2530,11728
381,26,24467.07623288148,0.04324792443998591,1,193,12410,1487,13704
382,37,28864.577819950373,0.11205430785237658,1,488,5675,1941,7128
383,29,25608.15795542089,0.1951117841400332,0,131,0,0,-131
384,63,22215.27612509035,0.08209496966633395,1,552,6882,3427,9757
385,57,21875.45960611216,0.018017522005209476,1,265,5467,1568,6770
386,23,31900.338183658718,0.07457859107906202,1,603,6123,1708,7228
387,43,23535.778298737154,0.060319493671590806,1,270,6348,2180,8258
388,67,31816.68569438103,0.06048786347946538,1,554,6761,2165,8372
389,22,38595.948053147426,0.004714342497553735,1,842,7357,2003,8518
390,28,21308.42318739817,0.09335163920213894,1,175,5414,3710,8949
391,30,24072.1102283824,0.3010360566150284,1,277,6228,1676,7627
392,66,20784.50648502085,0.00970035799577741,1,1049,7080,2471,8502
393,33,27415.70886532215,0.002411638319753155,1,591,5648,3837,8894
394,20,20936.380309167107,0.01460518195745567,1,47,6028,1980,7961
395,67,94282.97685075931,0.10454764319244476,1,649,25765,1768,26884
396,18,22074.632333338843,0.1265991910743339,1,188,6310,2345,8467
397,45,30490.302930432954,0.25708630768296736,1,1492,7038,1965,7511
398,53,36663.892380244426,0.039326393052249276,1,359,8706,2062,10409
399,28,25039.172940749493,0.052635295770563,0,138,0,0,-138
400,47,21417.912749277206,0.050648764301995185,1,611,37788,7474,44651
401,36,22898.440992716678,0.09672071481913745,1,842,7180,3749,10087
402,55,20644.8525622105,0.03344050834609618,1,125,10676,1470,12021
403,33,24421.373035755078,0.33055348205922275,0,16,0,0,-16
404,20,21546.680205638506,0.09651739450728139,1,1049,5653,2679,7283
405,43,24169.411214932406,0.23490312476970687,1,138,5637,1816,7315
406,38,21235.02651961658,0.24835380498020876,1,83,6869,1475,8261
407,21,37984.53310182168,0.10652212373108191,1,165,16948,2045,18828
408,35,174965.14034822866,0.0565856973171743,1,108,13610,2220,15722
409,49,31518.365410135044,0.09453527448625297,1,762,7213,1697,8148
410,36,20744.71102818157,0.20189829886481928,1,851,5243,2277,6669
411,62,20039.893787562756,0.03857042471684216,1,1499,14684,2292,15477
